Year,Field_ID,Altitude_m,Annual_Rainfall_mm_year,Spring_Rainfall_mm_season,Summer_Max_Temp_C_avg,Frost_Days_count,Irrigation_L_per_tree,Tree_Age_Years,Tree_Density_per_hectare,Fertilizer_20_20_20_kg_per_tree,Soil_Type,Pest_Pressure_Index,Pruning_Intensity,Oil_Yield_kg_per_hectare,Olives_Produced_kg_per_hectare
2023,Ammatour_2_Field_9,967.5,690.5677,179.7169,25.3,32.85,833.44,76,200,5.04,Clay,6.7,Moderate,503.735613,2632.2842
2023,Ammatour_2_Field_10,983.9,983.7788,270.2697,25.9,32.01,892.81,81,100,6.59,Sandy_Loam,2.95,Light,810.702232,3122.4678
2024,Ammatour_1_Field_1,947.0,1332.7363,325.3091,25.9,30.42,872.14,51,250,2.22,Loam,7.09,Moderate,1629.960637,6624.5125
2024,Ammatour_1_Field_2,974.8,868.6773,218.1943,29.0,43.68,751.34,56,300,4.05,Loam,1.83,Moderate,742.23402,4071.6743
2024,Ammatour_1_Field_3,847.0,810.7113,186.8528,28.7,18.34,0.0,115,200,2.22,Clay,0.22,Moderate,494.687366,2877.1355
2024,Ammatour_1_Field_4,811.0,1032.2542,230.4885,30.0,21.84,1087.21,98,250,2.8,Loam,4.65,Moderate,1025.00647,5495.1401
2024,Ammatour_1_Field_5,851.3,1318.7969,342.3992,30.0,19.11,0.0,58,200,6.42,Sandy_Loam,6.57,Light,976.287271,5059.844
2024,Ammatour_1_Field_6,826.5,801.2826,179.7957,30.0,17.56,1159.04,90,300,5.05,Loam,6.34,Light,498.297389,3151.8841
2024,Ammatour_1_Field_7,981.8,947.2367,213.4842,28.4,36.4,0.0,83,150,6.81,Clay,0.52,Moderate,806.294203,3701.3714
2024,Ammatour_1_Field_8,969.9,1155.4603,276.2401,25.9,29.51,626.79,33,100,4.06,Clay,7.67,Light,802.686703,3805.8195
2024,Ammatour_1_Field_9,918.5,927.2487,224.6122,26.2,31.11,894.29,86,150,7.0,Loam,4.05,Heavy,1481.34618,6723.1683
2024,Ammatour_1_Field_10,912.1,950.7106,246.1776,28.3,14.5,0.0,115,300,5.24,Loam,5.81,Heavy,737.39285,4092.6681
2024,Ammatour_2_Field_1,804.8,900.7364,234.4091,27.4,13.62,665.42,83,250,5.33,Clay,0.88,Heavy,1775.912322,8014.9198
2024,Ammatour_2_Field_2,988.1,986.4842,246.9711,27.2,39.05,762.53,49,200,4.63,Loam,4.87,Heavy,1304.574448,5548.8683
2024,Ammatour_2_Field_3,950.6,964.9932,263.6483,24.9,24.31,0.0,37,250,4.84,Clay,3.91,Light,842.829472,3914.4147
2024,Ammatour_2_Field_4,1040.4,1092.1254,250.5563,27.5,49.49,835.36,47,250,5.98,Sandy_Loam,4.72,Heavy,1375.225255,6442.4495
2024,Ammatour_2_Field_5,966.1,1133.7161,297.104,27.0,37.97,0.0,126,100,3.04,Sandy_Loam,1.99,Heavy,1151.031085,4821.4186
2024,Ammatour_2_Field_6,951.7,1125.411,293.4277,26.6,38.59,809.76,119,200,4.91,Sandy_Loam,0.81,Heavy,1890.582451,7318.3443
2024,Ammatour_2_Field_7,912.3,995.1657,226.7664,27.1,29.06,0.0,103,250,3.08,Sandy_Loam,1.9,Moderate,1235.374031,6209.6473
2024,Ammatour_2_Field_8,856.3,962.5459,263.4365,29.5,34.6,730.67,36,300,5.36,Loam,4.25,Light,1062.866837,5769.6897
2024,Ammatour_2_Field_9,967.5,924.3698,233.0924,27.9,31.2,0.0,77,200,5.14,Clay,3.94,Heavy,963.252732,4572.3083
2024,Ammatour_2_Field_10,983.9,1034.4429,265.7357,25.5,30.25,0.0,82,100,4.57,Sandy_Loam,3.28,Heavy,1352.19717,6103.6708
